pct,probability,available,distance,price,stars,construction,events,congestion,hazards
40.0,84.0,18.0,863.0,2.0,1.0,14,0,0,0
35.0,87.0,7.0,225.0,4.0,-1.0,4,0,0,0
46.0,78.0,95.0,311.0,2.0,4.0,14,0,0,0
33.0,89.0,235.0,247.0,3.0,-1.0,8,0,0,0
35.0,87.0,7.0,790.0,2.0,-1.0,10,0,0,0
21.0,95.0,197.0,314.0,2.0,1.0,8,0,0,0
44.0,80.0,56.0,144.0,3.0,2.3333333333333335,0,0,0,0
35.0,87.0,96.0,302.0,2.0,-1.0,8,0,0,0
40.0,84.0,15.0,408.0,1.0,-1.0,8,0,0,0
35.0,87.0,45.0,825.0,3.0,-1.0,10,0,0,0
39.0,84.0,7.0,862.0,1.0,-1.0,10,0,0,0
29.0,91.0,55.0,956.0,1.0,3.0,12,0,0,0
32.0,89.0,28.0,971.0,1.0,-1.0,0,0,0,0
39.0,84.0,20.0,987.0,1.0,-1.0,0,0,0,0
42.0,82.0,6.0,595.0,2.0,-1.0,16,0,0,0
38.0,85.0,53.0,569.0,3.0,2.0,16,0,0,0
38.0,85.0,28.0,483.0,2.0,1.0,14,0,0,0
30.0,91.0,14.0,955.0,2.0,1.0,14,0,0,0
33.0,89.0,22.0,958.0,3.0,3.6666666666666665,14,0,0,0
41.0,83.0,18.0,870.0,3.0,-1.0,0,0,0,0
31.0,90.0,109.0,948.0,3.0,3.0,16,0,0,0
32.0,89.0,19.0,930.0,4.0,-1.0,16,0,0,0
30.0,91.0,7.0,878.0,1.0,-1.0,16,0,0,0
31.0,90.0,27.0,920.0,3.0,-1.0,20,0,0,0
43.0,81.0,34.0,408.0,4.0,-1.0,14,0,0,0
35.0,87.0,26.0,446.0,3.0,2.0,14,0,0,0
40.0,84.0,54.0,454.0,2.0,-1.0,14,0,0,0
30.0,91.0,11.0,548.0,2.0,1.0,10,0,0,0
30.0,91.0,56.0,609.0,2.0,1.0,18,0,0,0
34.0,88.0,18.0,586.0,2.0,2.3333333333333335,12,0,0,0
39.0,84.0,6.0,984.0,2.0,-1.0,16,0,0,0
36.0,87.0,37.0,900.0,4.0,2.0,14,0,0,0
39.0,84.0,6.0,653.0,4.0,-1.0,10,0,0,0
38.0,85.0,22.0,721.0,3.0,-1.0,20,0,0,0
38.0,85.0,114.0,682.0,3.0,-1.0,16,0,0,0
34.0,88.0,49.0,760.0,-1.0,-1.0,16,0,0,0
38.0,85.0,37.0,587.0,2.0,1.0,16,0,0,0
36.0,87.0,640.0,601.0,2.0,4.333333333333333,10,0,0,0
35.0,87.0,14.0,789.0,4.0,5.0,12,0,0,0
35.0,87.0,21.0,345.0,2.0,-1.0,4,0,0,0
31.0,90.0,20.0,285.0,2.0,-1.0,4,0,0,0
27.0,92.0,31.0,360.0,2.0,-1.0,0,0,0,0
32.0,89.0,28.0,920.0,-1.0,-1.0,14,0,0,0
28.0,92.0,12.0,671.0,1.0,-1.0,10,0,0,0
36.0,87.0,65.0,628.0,-1.0,-1.0,10,0,0,0
34.0,88.0,57.0,644.0,2.0,-1.0,10,0,0,0
32.0,89.0,7.0,587.0,4.0,-1.0,10,0,0,0
32.0,89.0,7.0,450.0,4.0,-1.0,8,0,0,0
31.0,90.0,28.0,510.0,2.0,-1.0,8,0,0,0
32.0,89.0,7.0,511.0,4.0,-1.0,8,0,0,0
34.0,88.0,15.0,488.0,0.0,-1.0,2,0,0,0
34.0,88.0,15.0,478.0,1.0,1.5,2,0,0,0
25.0,93.0,31.0,480.0,1.0,4.5,0,0,0,0
36.0,87.0,23.0,453.0,3.0,1.6666666666666667,6,0,0,0
39.0,84.0,48.0,844.0,3.0,-1.0,0,0,0,0
35.0,87.0,10.0,913.0,3.0,-1.0,0,0,0,0
47.0,77.0,13.0,841.0,1.0,-1.0,0,0,0,0
30.0,91.0,21.0,421.0,2.0,-1.0,10,0,0,0
33.0,89.0,7.0,393.0,2.0,-1.0,8,0,0,0
33.0,89.0,50.0,446.0,2.0,-1.0,10,0,0,0
45.0,79.0,19.0,750.0,2.0,-1.0,8,0,0,0
42.0,82.0,20.0,553.0,2.0,-1.0,14,0,0,0
48.0,76.0,231.0,352.0,3.0,3.0,26,0,0,0
41.0,83.0,1100.0,567.0,1.0,2.5,20,0,0,0
38.0,85.0,336.0,497.0,2.0,-1.0,14,0,0,0
40.0,84.0,60.0,820.0,2.0,-1.0,0,0,0,0
34.0,88.0,151.0,438.0,2.0,5.0,20,0,0,0
39.0,84.0,12.0,611.0,-1.0,-1.0,12,0,0,0
35.0,87.0,35.0,462.0,2.0,5.0,18,0,0,0
42.0,82.0,37.0,545.0,2.0,-1.0,14,0,0,0
39.0,84.0,6.0,559.0,-1.0,-1.0,4,0,0,0
34.0,88.0,7.0,623.0,2.0,-1.0,4,0,0,0
44.0,80.0,16.0,535.0,4.0,-1.0,4,0,0,0
44.0,80.0,31.0,114.0,2.0,1.0,18,0,0,0
47.0,77.0,115.0,987.0,3.0,1.0,0,0,0,0
38.0,85.0,14.0,438.0,1.0,5.0,4,0,0,0
44.0,80.0,38.0,296.0,2.0,-1.0,18,0,0,0
32.0,89.0,36.0,745.0,-1.0,-1.0,4,0,0,0
48.0,76.0,5.0,295.0,4.0,-1.0,24,0,0,0
31.0,90.0,262.0,959.0,2.0,1.0,18,0,0,0
46.0,78.0,487.0,906.0,2.0,-1.0,20,0,0,0
33.0,89.0,7.0,939.0,3.0,5.0,20,0,0,0
47.0,77.0,63.0,817.0,1.0,-1.0,14,0,0,0
40.0,84.0,49.0,387.0,4.0,-1.0,18,0,0,0
45.0,79.0,137.0,294.0,2.0,-1.0,20,0,0,0
36.0,87.0,8.0,400.0,3.0,-1.0,6,0,0,0
36.0,87.0,8.0,360.0,2.0,-1.0,14,0,0,0
35.0,87.0,131.0,521.0,1.0,-1.0,4,0,0,0
43.0,81.0,14.0,359.0,2.0,1.0,8,0,0,0
43.0,81.0,6.0,855.0,1.0,-1.0,2,0,0,0
40.0,84.0,346.0,959.0,3.0,2.3333333333333335,0,0,0,0
46.0,78.0,22.0,215.0,2.0,1.0,18,0,0,0
45.0,79.0,27.0,209.0,4.0,-1.0,18,0,0,0
44.0,80.0,29.0,770.0,2.0,-1.0,8,0,0,0
38.0,85.0,31.0,693.0,1.0,-1.0,14,0,0,0
40.0,84.0,43.0,734.0,3.0,-1.0,10,0,0,0
43.0,81.0,71.0,681.0,3.0,-1.0,2,0,0,0
46.0,78.0,12.0,707.0,2.0,1.0,4,0,0,0
41.0,83.0,6.0,695.0,-1.0,-1.0,4,0,0,0
38.0,85.0,27.0,483.0,2.0,3.6666666666666665,4,0,0,0
42.0,82.0,28.0,444.0,2.0,1.0,14,0,0,0
39.0,84.0,76.0,348.0,1.0,-1.0,20,0,0,0
35.0,87.0,130.0,507.0,3.0,-1.0,8,0,0,0
36.0,87.0,251.0,543.0,4.0,-1.0,8,0,0,0
40.0,84.0,45.0,644.0,3.0,4.0,2,0,0,0
37.0,86.0,20.0,506.0,3.0,5.0,8,0,0,0
39.0,84.0,109.0,501.0,2.0,-1.0,4,0,0,0
44.0,80.0,16.0,874.0,1.0,-1.0,2,0,0,0
39.0,84.0,7.0,441.0,-1.0,-1.0,6,0,0,0
39.0,84.0,152.0,822.0,1.0,2.4,2,0,0,0
47.0,77.0,14.0,380.0,-1.0,-1.0,6,0,0,0
41.0,83.0,8.0,661.0,2.0,-1.0,4,0,0,0
45.0,79.0,11.0,594.0,4.0,-1.0,4,0,0,0
45.0,79.0,51.0,324.0,2.0,1.0,16,0,0,0
38.0,85.0,27.0,397.0,3.0,2.0,14,0,0,0
45.0,79.0,88.0,584.0,2.0,-1.0,4,0,0,0
39.0,84.0,24.0,517.0,2.0,-1.0,4,0,0,0
44.0,80.0,19.0,858.0,3.0,-1.0,2,0,0,0
45.0,79.0,31.0,731.0,3.0,-1.0,4,0,0,0
50.0,75.0,547.0,586.0,1.0,-1.0,12,0,0,0
39.0,84.0,44.0,693.0,3.0,-1.0,8,0,0,0
49.0,75.0,341.0,812.0,1.0,-1.0,16,0,0,0
40.0,84.0,49.0,831.0,2.0,-1.0,2,0,0,0
45.0,79.0,6.0,971.0,2.0,-1.0,0,0,0,0
37.0,86.0,157.0,626.0,2.0,-1.0,14,0,0,0
48.0,76.0,37.0,639.0,3.0,-1.0,16,0,0,0
40.0,84.0,247.0,641.0,2.0,5.0,16,0,0,0
46.0,78.0,224.0,324.0,1.0,5.0,26,0,0,0
38.0,85.0,14.0,482.0,2.0,-1.0,24,0,0,0
43.0,81.0,68.0,579.0,3.0,2.5,24,0,0,0
47.0,77.0,10.0,192.0,2.0,-1.0,26,0,0,0
42.0,82.0,62.0,213.0,2.0,-1.0,26,0,0,0
43.0,81.0,29.0,199.0,3.0,-1.0,26,0,0,0
46.0,78.0,17.0,67.0,2.0,-1.0,20,0,0,0
44.0,80.0,282.0,22.0,1.0,-1.0,20,0,0,0
47.0,77.0,229.0,94.0,4.0,-1.0,20,0,0,0
39.0,84.0,17.0,140.0,2.0,-1.0,20,0,0,0
43.0,81.0,6.0,45.0,4.0,-1.0,20,0,0,0
42.0,82.0,33.0,879.0,1.0,1.0,4,0,0,0
32.0,89.0,21.0,546.0,2.0,-1.0,6,0,0,0
44.0,80.0,155.0,645.0,2.0,3.5,6,0,0,0
36.0,87.0,48.0,752.0,4.0,-1.0,8,0,0,0
32.0,89.0,89.0,604.0,2.0,-1.0,14,0,0,0
44.0,80.0,149.0,793.0,2.0,5.0,0,0,0,0
40.0,84.0,66.0,496.0,3.0,4.0,14,0,0,0
43.0,81.0,18.0,551.0,4.0,1.0,34,0,0,0
46.0,78.0,38.0,525.0,-1.0,1.0,30,0,0,0
36.0,87.0,35.0,304.0,2.0,-1.0,10,0,0,0
35.0,87.0,31.0,350.0,3.0,-1.0,8,0,0,0
44.0,80.0,19.0,937.0,2.0,-1.0,4,0,0,0
39.0,84.0,17.0,923.0,2.0,-1.0,4,0,0,0
38.0,85.0,32.0,926.0,3.0,-1.0,6,0,0,0
37.0,86.0,7.0,728.0,0.0,-1.0,14,0,0,0
45.0,79.0,364.0,666.0,0.0,-1.0,18,0,0,0
37.0,86.0,63.0,757.0,3.0,1.0,8,0,0,0
42.0,82.0,385.0,592.0,2.0,-1.0,12,0,0,0
39.0,84.0,403.0,690.0,4.0,3.0,8,0,0,0
46.0,78.0,97.0,610.0,2.0,-1.0,14,0,0,0
42.0,82.0,152.0,667.0,3.0,-1.0,14,0,0,0
45.0,79.0,24.0,408.0,2.0,-1.0,14,0,0,0
45.0,79.0,11.0,321.0,3.0,1.0,18,0,0,0
43.0,81.0,55.0,732.0,3.0,-1.0,10,0,0,0
42.0,82.0,87.0,776.0,3.0,-1.0,2,0,0,0
43.0,81.0,91.0,621.0,2.0,-1.0,26,0,0,0
37.0,86.0,22.0,587.0,2.0,-1.0,14,0,0,0
42.0,82.0,20.0,711.0,2.0,1.0,2,0,0,0
37.0,86.0,22.0,979.0,3.0,1.6666666666666667,6,0,0,0
45.0,79.0,88.0,800.0,2.0,3.0,0,0,0,0
42.0,82.0,8.0,846.0,2.0,-1.0,0,0,0,0
35.0,87.0,195.0,878.0,2.0,-1.0,14,0,0,0
50.0,75.0,30.0,609.0,-1.0,-1.0,0,0,0,0
40.0,84.0,3.0,845.0,-1.0,-1.0,0,0,0,0
39.0,84.0,28.0,948.0,2.0,1.0,14,0,0,0
36.0,87.0,21.0,889.0,2.0,-1.0,4,0,0,0
32.0,89.0,20.0,851.0,2.0,-1.0,4,0,0,0
43.0,81.0,34.0,875.0,4.0,-1.0,14,0,0,0
38.0,85.0,25.0,844.0,3.0,2.0,14,0,0,0
42.0,82.0,52.0,913.0,2.0,-1.0,14,0,0,0
41.0,83.0,64.0,763.0,2.0,-1.0,0,0,0,0
29.0,91.0,51.0,877.0,2.0,-1.0,0,0,0,0
47.0,77.0,93.0,656.0,2.0,4.0,14,0,0,0
35.0,87.0,228.0,590.0,3.0,-1.0,8,0,0,0
38.0,85.0,104.0,527.0,3.0,-1.0,24,0,0,0
48.0,76.0,182.0,451.0,3.0,-1.0,26,0,0,0
44.0,80.0,33.0,871.0,4.0,2.0,10,0,0,0
41.0,83.0,20.0,215.0,2.0,-1.0,26,0,0,0
36.0,87.0,43.0,654.0,2.0,-1.0,14,0,0,0
38.0,85.0,81.0,618.0,2.0,2.4,22,0,0,0
35.0,87.0,29.0,465.0,-1.0,-1.0,24,0,0,0
45.0,79.0,64.0,856.0,1.0,-1.0,10,0,0,0
36.0,87.0,7.0,570.0,4.0,-1.0,4,0,0,0
46.0,78.0,54.0,671.0,3.0,2.3333333333333335,0,0,0,0
39.0,84.0,10.0,244.0,3.0,-1.0,24,0,0,0
38.0,85.0,34.0,150.0,2.0,-1.0,20,0,0,0
40.0,84.0,30.0,143.0,2.0,-1.0,20,0,0,0
50.0,75.0,85.0,959.0,2.0,-1.0,0,0,0,0
43.0,81.0,74.0,825.0,3.0,-1.0,20,0,0,0
41.0,83.0,69.0,958.0,2.0,2.0,18,0,0,0
34.0,88.0,27.0,814.0,3.0,-1.0,8,0,0,0
46.0,78.0,166.0,216.0,2.0,-1.0,20,0,0,0
36.0,87.0,528.0,988.0,2.0,-1.0,2,0,0,0
43.0,81.0,2.0,853.0,1.0,-1.0,10,0,0,0
41.0,83.0,59.0,986.0,3.0,3.0,12,0,0,0
37.0,86.0,6.0,857.0,-1.0,-1.0,8,0,0,0
50.0,75.0,20.0,780.0,1.0,-1.0,12,0,2,0
38.0,85.0,46.0,573.0,3.0,-1.0,6,0,2,0
35.0,87.0,7.0,925.0,0.0,-1.0,8,0,0,0
44.0,80.0,3.0,498.0,1.0,-1.0,6,0,2,0
44.0,80.0,61.0,459.0,3.0,-1.0,0,0,2,0
44.0,80.0,20.0,927.0,1.0,-1.0,12,0,0,0
40.0,84.0,123.0,690.0,3.0,4.333333333333333,8,0,2,0
35.0,87.0,124.0,821.0,-1.0,-1.0,2,0,2,0
40.0,84.0,9.0,745.0,0.0,-1.0,0,0,0,0
38.0,85.0,13.0,801.0,0.0,-1.0,0,0,0,0
39.0,84.0,11.0,695.0,0.0,-1.0,0,0,0,0
38.0,85.0,3.0,798.0,-1.0,-1.0,14,0,2,0
44.0,80.0,84.0,590.0,3.0,5.0,6,0,2,0
49.0,75.0,69.0,644.0,3.0,3.0,12,0,2,0
44.0,80.0,65.0,952.0,4.0,-1.0,12,0,0,0
33.0,89.0,67.0,807.0,2.0,-1.0,2,0,0,0
40.0,84.0,45.0,677.0,-1.0,-1.0,2,0,0,0
42.0,82.0,463.0,994.0,2.0,-1.0,46,0,0,0
49.0,75.0,17.0,991.0,-1.0,-1.0,6,0,2,0
36.0,87.0,7.0,889.0,0.0,-1.0,6,0,2,0
30.0,91.0,112.0,925.0,3.0,-1.0,6,0,4,0
36.0,87.0,55.0,118.0,0.0,-1.0,4,0,4,0
45.0,79.0,24.0,205.0,3.0,-1.0,0,0,2,0
38.0,85.0,68.0,503.0,3.0,-1.0,4,0,16,0
43.0,81.0,11.0,650.0,-1.0,-1.0,4,0,17,0
33.0,89.0,80.0,374.0,2.0,-1.0,0,0,2,0
36.0,87.0,52.0,936.0,3.0,1.0,2,0,2,0
45.0,79.0,58.0,116.0,-1.0,-1.0,0,0,3,0
44.0,80.0,22.0,147.0,0.0,-1.0,2,0,0,0
42.0,82.0,39.0,719.0,0.0,-1.0,8,0,16,0
47.0,77.0,265.0,885.0,1.0,-1.0,2,0,17,0
40.0,84.0,7.0,321.0,0.0,-1.0,2,0,4,0
34.0,88.0,42.0,164.0,0.0,-1.0,0,0,3,0
37.0,86.0,6.0,445.0,0.0,-1.0,0,0,0,0
45.0,79.0,37.0,741.0,1.0,-1.0,4,0,17,0
41.0,83.0,8.0,877.0,1.0,-1.0,4,0,17,0
40.0,84.0,16.0,971.0,0.0,-1.0,2,0,14,0
33.0,89.0,14.0,587.0,1.0,-1.0,4,0,12,0
45.0,79.0,70.0,848.0,3.0,1.0,4,0,14,0
44.0,80.0,37.0,786.0,0.0,-1.0,4,0,14,0
36.0,87.0,32.0,376.0,-1.0,-1.0,0,0,2,0
40.0,84.0,108.0,787.0,0.0,-1.0,4,0,0,0
41.0,83.0,177.0,317.0,3.0,-1.0,4,0,12,0
41.0,83.0,118.0,448.0,3.0,-1.0,4,0,15,0
38.0,85.0,153.0,888.0,1.0,-1.0,6,0,0,0
43.0,81.0,49.0,973.0,1.0,-1.0,6,0,0,0
43.0,81.0,23.0,862.0,4.0,-1.0,6,0,4,0
37.0,86.0,41.0,904.0,1.0,-1.0,6,0,4,0
37.0,86.0,15.0,799.0,-1.0,-1.0,4,0,0,0
26.0,93.0,75.0,872.0,2.0,-1.0,14,0,0,0
38.0,85.0,46.0,699.0,2.0,-1.0,2,0,0,0
19.0,96.0,8.0,914.0,0.0,-1.0,14,0,0,0
23.0,94.0,25.0,913.0,0.0,-1.0,14,0,0,0
32.0,89.0,27.0,911.0,2.0,1.0,2,0,2,0
31.0,90.0,24.0,987.0,2.0,-1.0,2,0,0,0
38.0,85.0,744.0,697.0,-1.0,-1.0,4,0,4,0
42.0,82.0,36.0,338.0,3.0,-1.0,0,0,2,0
38.0,85.0,8.0,475.0,1.0,-1.0,0,0,2,0
34.0,88.0,31.0,648.0,3.0,3.0,2,0,2,0
39.0,84.0,7.0,606.0,2.0,-1.0,2,0,2,0
44.0,80.0,66.0,987.0,1.0,-1.0,2,0,13,0
32.0,89.0,112.0,984.0,-1.0,-1.0,2,0,2,0
46.0,78.0,108.0,276.0,4.0,-1.0,4,0,7,0
42.0,82.0,37.0,252.0,2.0,5.0,4,0,10,0
48.0,76.0,260.0,355.0,1.0,-1.0,2,0,4,0
41.0,83.0,31.0,240.0,3.0,-1.0,0,0,2,0
41.0,83.0,61.0,767.0,3.0,-1.0,2,0,5,0
53.0,71.0,15.0,758.0,1.0,-1.0,0,0,5,0
31.0,90.0,27.0,683.0,3.0,-1.0,20,0,0,0
35.0,87.0,388.0,187.0,2.0,-1.0,10,0,0,0
38.0,85.0,16.0,466.0,-1.0,-1.0,0,0,0,0
31.0,90.0,276.0,438.0,2.0,-1.0,20,0,0,0
30.0,91.0,9.0,555.0,2.0,-1.0,20,0,0,0
35.0,87.0,19.0,355.0,3.0,4.0,4,0,5,0
43.0,81.0,257.0,460.0,3.0,1.0,0,0,0,0
38.0,85.0,21.0,394.0,3.0,4.5,4,0,5,0
40.0,84.0,34.0,827.0,3.0,-1.0,2,0,5,0
36.0,87.0,569.0,902.0,3.0,1.0,6,0,0,0
33.0,89.0,58.0,599.0,-1.0,-1.0,0,0,5,0
40.0,84.0,39.0,536.0,4.0,-1.0,4,0,5,0
33.0,89.0,13.0,616.0,-1.0,-1.0,0,0,0,0
34.0,88.0,29.0,583.0,-1.0,-1.0,0,0,5,0
32.0,89.0,25.0,626.0,-1.0,-1.0,0,0,5,0
37.0,86.0,15.0,961.0,-1.0,-1.0,4,0,0,0
48.0,76.0,22.0,718.0,1.0,-1.0,0,0,5,0
30.0,91.0,56.0,990.0,2.0,1.0,18,0,0,0
34.0,88.0,7.0,915.0,0.0,-1.0,2,0,5,0
43.0,81.0,19.0,948.0,1.0,-1.0,6,0,5,0
55.0,69.0,13.0,322.0,1.0,-1.0,4,0,0,0
38.0,85.0,522.0,278.0,2.0,-1.0,8,0,0,0
32.0,89.0,28.0,810.0,-1.0,-1.0,14,0,0,0
32.0,89.0,81.0,449.0,1.0,-1.0,0,0,0,0
37.0,86.0,44.0,406.0,3.0,-1.0,4,0,5,0
46.0,78.0,100.0,503.0,1.0,-1.0,0,0,5,0
37.0,86.0,49.0,536.0,4.0,-1.0,0,0,0,0
34.0,88.0,7.0,907.0,0.0,-1.0,6,0,0,0
42.0,82.0,269.0,951.0,1.0,-1.0,6,0,0,0
42.0,82.0,26.0,882.0,1.0,-1.0,2,0,5,0
35.0,87.0,12.0,527.0,1.0,-1.0,8,0,0,0
33.0,89.0,16.0,563.0,4.0,-1.0,8,0,0,0
33.0,89.0,10.0,448.0,1.0,-1.0,8,0,0,0
37.0,86.0,20.0,537.0,1.0,-1.0,10,0,0,0
35.0,87.0,32.0,478.0,4.0,3.0,10,0,0,0
24.0,94.0,55.0,175.0,-1.0,-1.0,12,0,0,0
32.0,89.0,24.0,935.0,2.0,4.333333333333333,10,0,0,0
28.0,92.0,19.0,929.0,2.0,-1.0,12,0,0,0
30.0,91.0,9.0,909.0,-1.0,-1.0,12,0,0,0
37.0,86.0,55.0,968.0,3.0,1.0,10,0,0,0
39.0,84.0,13.0,940.0,1.0,-1.0,8,0,0,0
44.0,80.0,31.0,975.0,-1.0,-1.0,4,0,5,0
44.0,80.0,20.0,503.0,1.0,-1.0,8,0,0,0
55.0,69.0,18.0,711.0,-1.0,-1.0,6,0,0,0
35.0,87.0,45.0,928.0,3.0,-1.0,10,0,0,0
39.0,84.0,7.0,956.0,1.0,-1.0,10,0,0,0
32.0,89.0,34.0,500.0,-1.0,-1.0,8,0,0,0
43.0,81.0,13.0,499.0,1.0,-1.0,8,0,0,0
38.0,85.0,50.0,390.0,3.0,1.0,8,0,0,0
55.0,69.0,51.0,811.0,1.0,-1.0,6,0,0,0
36.0,87.0,110.0,917.0,4.0,4.0,10,0,0,0
28.0,92.0,12.0,932.0,1.0,-1.0,10,0,0,0
34.0,88.0,21.0,284.0,-1.0,-1.0,2,0,0,0
25.0,93.0,319.0,324.0,2.0,-1.0,2,0,0,0
33.0,89.0,234.0,450.0,2.0,2.75,2,0,0,0
28.0,92.0,7.0,365.0,-1.0,-1.0,2,0,0,0
31.0,90.0,27.0,659.0,2.0,4.75,24,0,0,0
32.0,89.0,17.0,778.0,-1.0,-1.0,12,0,0,0
44.0,80.0,20.0,822.0,1.0,-1.0,10,0,0,0
31.0,90.0,91.0,851.0,0.0,-1.0,10,0,0,0
35.0,87.0,29.0,335.0,3.0,-1.0,10,0,0,0
38.0,85.0,248.0,313.0,3.0,3.1666666666666665,8,0,0,0
36.0,87.0,35.0,434.0,0.0,-1.0,6,0,0,0
31.0,90.0,8.0,993.0,1.0,-1.0,12,0,0,0
27.0,92.0,43.0,989.0,3.0,-1.0,10,0,0,0
31.0,90.0,109.0,719.0,3.0,3.0,16,0,0,0
32.0,89.0,19.0,761.0,4.0,-1.0,16,0,0,0
30.0,91.0,7.0,777.0,1.0,-1.0,16,0,0,0
37.0,86.0,229.0,695.0,3.0,5.0,14,0,0,0
38.0,85.0,124.0,560.0,2.0,-1.0,14,0,0,0
35.0,87.0,33.0,671.0,2.0,-1.0,14,0,0,0
35.0,87.0,14.0,900.0,4.0,5.0,12,0,0,0
26.0,93.0,75.0,933.0,2.0,-1.0,14,0,0,0
19.0,96.0,8.0,846.0,0.0,-1.0,14,0,0,0
23.0,94.0,25.0,898.0,0.0,-1.0,14,0,0,0
30.0,91.0,72.0,838.0,2.0,-1.0,14,0,0,0
30.0,91.0,14.0,861.0,2.0,1.0,14,0,0,0
32.0,89.0,25.0,865.0,2.0,1.5,14,0,0,0
33.0,89.0,22.0,881.0,3.0,3.6666666666666665,14,0,0,0
37.0,86.0,65.0,594.0,0.0,-1.0,14,0,0,0
32.0,89.0,15.0,524.0,4.0,-1.0,14,0,0,0
32.0,89.0,17.0,547.0,-1.0,-1.0,14,0,0,0
32.0,89.0,15.0,764.0,-1.0,4.0,0,0,0,0
30.0,91.0,19.0,642.0,1.0,-1.0,0,0,0,0
22.0,95.0,641.0,570.0,3.0,5.0,0,0,0,0
33.0,89.0,67.0,799.0,-1.0,-1.0,6,0,0,0
19.0,96.0,176.0,545.0,0.0,-1.0,0,0,0,0
39.0,84.0,6.0,711.0,-1.0,-1.0,4,0,0,0
39.0,84.0,8.0,931.0,2.0,-1.0,4,0,0,0
41.0,83.0,11.0,880.0,4.0,-1.0,4,0,0,0
31.0,90.0,7.0,859.0,2.0,-1.0,4,0,0,0
41.0,83.0,17.0,751.0,4.0,-1.0,4,0,0,0
42.0,82.0,92.0,908.0,2.0,-1.0,4,0,0,0
35.0,87.0,9.0,477.0,2.0,-1.0,14,0,0,0
32.0,89.0,138.0,867.0,1.0,-1.0,4,0,0,0
40.0,84.0,15.0,554.0,2.0,1.0,8,0,0,0
36.0,87.0,35.0,674.0,2.0,-1.0,10,0,0,0
33.0,89.0,32.0,702.0,3.0,-1.0,8,0,0,0
37.0,86.0,117.0,940.0,2.0,1.0,0,0,0,0
43.0,81.0,23.0,446.0,2.0,1.0,18,0,0,0
40.0,84.0,30.0,402.0,4.0,-1.0,18,0,0,0
44.0,80.0,13.0,982.0,2.0,1.0,4,0,0,0
39.0,84.0,6.0,915.0,-1.0,-1.0,4,0,0,0
41.0,83.0,340.0,788.0,3.0,2.3333333333333335,0,0,0,0
37.0,86.0,417.0,304.0,4.0,3.0,8,0,0,0
41.0,83.0,392.0,260.0,2.0,-1.0,12,0,0,0
36.0,87.0,112.0,908.0,-1.0,-1.0,2,0,0,0
43.0,81.0,246.0,440.0,4.0,-1.0,20,0,0,0
36.0,87.0,17.0,390.0,2.0,-1.0,20,0,0,0
42.0,82.0,56.0,734.0,3.0,-1.0,10,0,0,0
42.0,82.0,87.0,904.0,3.0,-1.0,0,0,0,0
43.0,81.0,71.0,240.0,3.0,-1.0,2,0,0,0
41.0,83.0,20.0,242.0,2.0,1.0,2,0,0,0
48.0,76.0,569.0,186.0,1.0,-1.0,12,0,0,0
40.0,84.0,88.0,877.0,2.0,-1.0,0,0,0,0
33.0,89.0,167.0,584.0,2.0,-1.0,14,0,0,0
40.0,84.0,60.0,946.0,2.0,-1.0,2,0,0,0
36.0,87.0,80.0,408.0,1.0,-1.0,20,0,0,0
46.0,78.0,38.0,679.0,3.0,-1.0,16,0,0,0
44.0,80.0,232.0,712.0,1.0,5.0,26,0,0,0
40.0,84.0,72.0,709.0,3.0,2.5,24,0,0,0
44.0,80.0,19.0,806.0,2.0,-1.0,8,0,0,0
36.0,87.0,46.0,396.0,3.0,-1.0,8,0,0,0
40.0,84.0,6.0,486.0,4.0,-1.0,20,0,0,0
33.0,89.0,50.0,672.0,4.0,-1.0,8,0,0,0
35.0,87.0,15.0,905.0,2.0,-1.0,24,0,0,0
41.0,83.0,19.0,830.0,4.0,1.0,34,0,0,0
44.0,80.0,39.0,777.0,-1.0,1.0,30,0,0,0
36.0,87.0,64.0,707.0,3.0,1.0,8,0,0,0
37.0,86.0,18.0,972.0,2.0,-1.0,4,0,0,0
45.0,79.0,66.0,927.0,1.0,-1.0,14,0,0,0
35.0,87.0,352.0,294.0,2.0,-1.0,14,0,0,0
39.0,84.0,61.0,308.0,2.0,-1.0,0,0,0,0
41.0,83.0,147.0,338.0,2.0,-1.0,20,0,0,0
41.0,83.0,11.0,211.0,3.0,1.0,18,0,0,0
36.0,87.0,12.0,401.0,-1.0,-1.0,12,0,0,0
43.0,81.0,6.0,712.0,4.0,-1.0,0,0,0,0
36.0,87.0,33.0,911.0,3.0,-1.0,6,0,0,0
38.0,85.0,50.0,464.0,2.0,-1.0,2,0,0,0
44.0,80.0,6.0,513.0,2.0,-1.0,0,0,0,0
44.0,80.0,25.0,166.0,2.0,-1.0,14,0,0,0
30.0,91.0,92.0,494.0,2.0,-1.0,14,0,0,0
31.0,90.0,22.0,157.0,2.0,-1.0,6,0,0,0
44.0,80.0,112.0,477.0,-1.0,-1.0,0,0,0,0
42.0,82.0,160.0,146.0,2.0,3.5,6,0,0,0
41.0,83.0,88.0,296.0,3.0,-1.0,2,0,0,0
43.0,81.0,32.0,836.0,3.0,1.0,0,0,0,0
40.0,84.0,96.0,879.0,2.0,-1.0,26,0,0,0
35.0,87.0,22.0,455.0,2.0,-1.0,14,0,0,0
42.0,82.0,28.0,806.0,0.0,-1.0,0,0,0,0
42.0,82.0,33.0,946.0,3.0,-1.0,0,0,6,0
